fiscal_year,invoice_date,invoice_number,invoice_amount,payee,payment_date,payment_number,agency,expenditure_type,expenditure_category,spend_category,cost_center,project,program,grant_,fund,financing_source,region,extended_amount,ObjectId
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,208.47,122156
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,119.02,122221
2022,8/2/2021,2409181,5250,JOHNSON ROBERTS & ASSOCIATES INC,2/14/2022,1193572,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,5250,122353
2022,1/19/2022,2403871,700,LIFE IN MOTION LLC,2/14/2022,1193582,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,700,122354
2022,12/31/2021,2400752,12402,MICHAEL E FREVILLE,2/14/2022,1193588,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,12402,122355
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,69.93,122356
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,68.59,122357
2022,1/19/2022,2409797,825,IRON MOUNTAIN INC,2/14/2022,1193567,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,825,122358
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,872.7,122359
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,806.05,122360
2022,1/28/2022,2408931,1150,POWERDMS INC,2/14/2022,1193487,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,1150,122361
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,176.87,122362
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,174.34,122363
2022,1/17/2022,2403643,3405.5,CDW LLC,2/14/2022,1193540,Louisville Metro Police Department,Metro Government Operations,Equipment/Capital Outlay,Computer Hardware,,,,,General Fund,,,3405.5,122364
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1219.71,122365
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,104.76,122366
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1571.16,122367
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,167.36,122368
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,259.6,122369
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,216.01,122370
2022,1/11/2022,2407349,6800,LOUISVILLE GAS & ELECTRIC COMPANY,2/14/2022,1193628,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,6800,122371
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,97.13,122417
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,72.29,122471
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,87.55,122482
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,587.83,122487
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,94.67,122492
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,85.05,122493
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,86,122494
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,52.14,122672
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,232.3,122690
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,226.97,122694
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,501.61,122698
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1182.44,122705
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,547.94,122710
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1173.47,122715
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,969.61,122720
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,898.69,122721
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,99.94,122727
2022,1/14/2022,2409235,104,US BANK EQUIPMENT FINANCE,2/14/2022,1193618,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,104,122732
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,94.07,122737
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,94.75,122741
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,145.22,122743
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,126.16,122746
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,141.54,122749
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,246.93,122752
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,190,122755
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,165.12,122756
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,556.51,122758
2022,8/1/2021,2338253,568.89,KONICA MINOLTA BUSINESS SOLUTIONS,9/23/2021,1167585,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,345.87,122890
2022,7/15/2021,2322678,44,ROCKY MOUNTAIN LOGISTICS INC,9/23/2021,1167716,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,44,122891
2022,7/15/2021,2322678,44,ROCKY MOUNTAIN LOGISTICS INC,9/23/2021,1167716,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,-44,122892
2022,7/15/2021,2322678,44,ROCKY MOUNTAIN LOGISTICS INC,9/23/2021,1167716,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,44,122893
2022,8/10/2021,2334511,181.25,HIGHWAY SAFETY SERVICES,9/23/2021,1167675,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,181.25,122894
2022,8/31/2021,2345965,2708.33,ASSET AND SECURITY SERVICES LLC,9/23/2021,1167635,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,Misc Federal Agreements,,,2708.33,122895
2022,8/31/2021,2345966,3545.45,ASSET AND SECURITY SERVICES LLC,9/23/2021,1167635,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,Misc Federal Agreements,,,3545.45,122896
2022,9/7/2021,2345946,865.95,BARGAIN SUPPLY COMPANY INC,9/23/2021,1167569,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Maintenance/Repair Services                          ,,,,,General Fund,,,865.95,122897
2022,8/17/2021,2347359,496.6,KENTUCKY CORRECTIONAL INDUSTRIES (KCI),9/23/2021,1167684,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,496.6,122898
2022,8/1/2021,2338253,568.89,KONICA MINOLTA BUSINESS SOLUTIONS,9/23/2021,1167585,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,65.73,122899
2022,8/31/2021,2345962,5564,ASSET AND SECURITY SERVICES LLC,9/23/2021,1167635,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,5564,122900
2022,8/1/2021,2338253,568.89,KONICA MINOLTA BUSINESS SOLUTIONS,9/23/2021,1167585,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,86.16,122901
2022,8/1/2021,2338253,568.89,KONICA MINOLTA BUSINESS SOLUTIONS,9/23/2021,1167585,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,18,122902
2022,8/1/2021,2338253,568.89,KONICA MINOLTA BUSINESS SOLUTIONS,9/23/2021,1167585,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,11,122903
2022,8/1/2021,2338253,568.89,KONICA MINOLTA BUSINESS SOLUTIONS,9/23/2021,1167585,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,2.13,122904
2022,7/31/2021,2334579,12299.52,CINCINNATI COPIERS INC,9/22/2021,1166838,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,674.95,122987
2022,7/31/2021,2334579,12299.52,CINCINNATI COPIERS INC,9/22/2021,1166838,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,68.04,122993
2022,7/31/2021,2334579,12299.52,CINCINNATI COPIERS INC,9/22/2021,1166838,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,265.38,122998
2022,8/3/2021,2334575,350,LIFE IN MOTION LLC,9/22/2021,1166883,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,350,123000
2022,8/3/2021,2334575,350,LIFE IN MOTION LLC,9/22/2021,1166883,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,-350,123006
2022,8/3/2021,2334575,350,LIFE IN MOTION LLC,9/22/2021,1166883,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,350,123012
2022,8/17/2021,2343076,350,LIFE IN MOTION LLC,9/22/2021,1166883,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,350,123019
2022,9/16/2021,2347993,9048,MICHAEL E FREVILLE,9/22/2021,1166892,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,9048,123025
2022,8/19/2021,2345922,250,PSYTAC PLLC,9/22/2021,1166900,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,250,123030
2022,8/4/2021,2344102,4725,PSYTAC PLLC,9/22/2021,1166900,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,4725,123032
2022,7/31/2021,2334579,12299.52,CINCINNATI COPIERS INC,9/22/2021,1166838,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,81.25,123039
2022,7/31/2021,2334579,12299.52,CINCINNATI COPIERS INC,9/22/2021,1166838,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,756.16,123045
2022,7/31/2021,2334578,1190.25,VOIANCE LANGUAGE SERVICES LLC,9/22/2021,1166936,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Language Services,,,,,General Fund,,,1190.25,123050
